Region,Date,Frequency,Estimated Unemployment Rate (%),Estimated Employed,Estimated Labour Participation Rate (%),longitude,latitude
Jharkhand,2020-05-31, M,59.23,4145385.0,37.92,23.6102,85.2799
Jharkhand,2020-06-30, M,20.95,8622722.0,40.59,23.6102,85.2799
Jharkhand,2020-07-31, M,7.63,9521900.0,38.27,23.6102,85.2799
Jharkhand,2020-08-31, M,9.76,9331640.0,38.31,23.6102,85.2799
Jharkhand,2020-09-30, M,8.24,10185670.0,41.04,23.6102,85.2799
Jharkhand,2020-10-31, M,11.8,10302276.0,43.08,23.6102,85.2799
Karnataka,2020-01-31, M,2.86,22688028.0,42.18,15.3173,75.7139
Karnataka,2020-02-29, M,3.61,21677719.0,40.54,15.3173,75.7139
Karnataka,2020-03-31, M,3.46,22079653.0,41.14,15.3173,75.7139
Karnataka,2020-04-30, M,29.84,16718395.0,42.78,15.3173,75.7139
Karnataka,2020-05-31, M,19.97,19397853.0,43.43,15.3173,75.7139
Karnataka,2020-06-30, M,8.44,24215057.0,47.29,15.3173,75.7139
Karnataka,2020-07-31, M,4.01,22885616.0,42.55,15.3173,75.7139
Karnataka,2020-08-31, M,0.5,24094289.0,43.13,15.3173,75.7139
Karnataka,2020-09-30, M,2.41,20127176.0,36.66,15.3173,75.7139
Karnataka,2020-10-31, M,1.58,22356390.0,40.3,15.3173,75.7139
Kerala,2020-01-31, M,5.31,9904534.0,37.12,10.8505,76.2711
Kerala,2020-02-29, M,7.6,9828023.0,37.71,10.8505,76.2711
Kerala,2020-03-31, M,8.99,8221728.0,32.0,10.8505,76.2711
Kerala,2020-04-30, M,16.99,3933276.0,16.77,10.8505,76.2711
Kerala,2020-05-31, M,17.88,7921962.0,34.11,10.8505,76.2711
Kerala,2020-06-30, M,9.71,9228268.0,36.11,10.8505,76.2711
Kerala,2020-07-31, M,7.09,9504420.0,36.1,10.8505,76.2711
Kerala,2020-08-31, M,10.98,9031944.0,35.78,10.8505,76.2711
Kerala,2020-09-30, M,5.91,9240913.0,34.6,10.8505,76.2711
Kerala,2020-10-31, M,3.88,9152881.0,33.52,10.8505,76.2711
Madhya Pradesh,2020-01-31, M,4.11,23018632.0,39.42,22.9734,78.6569
Madhya Pradesh,2020-02-29, M,4.57,22711479.0,39.0,22.9734,78.6569
Madhya Pradesh,2020-03-31, M,2.22,22867164.0,38.24,22.9734,78.6569
Madhya Pradesh,2020-04-30, M,12.36,19041832.0,35.45,22.9734,78.6569
Madhya Pradesh,2020-05-31, M,21.98,18443927.0,38.48,22.9734,78.6569
Madhya Pradesh,2020-06-30, M,6.48,23054646.0,40.04,22.9734,78.6569
Madhya Pradesh,2020-07-31, M,5.08,23940158.0,40.88,22.9734,78.6569
Madhya Pradesh,2020-08-31, M,4.7,23619011.0,40.08,22.9734,78.6569
Madhya Pradesh,2020-09-30, M,3.91,23341952.0,39.2,22.9734,78.6569
Madhya Pradesh,2020-10-31, M,3.13,23144552.0,38.47,22.9734,78.6569
Maharashtra,2020-01-31, M,4.95,42596868.0,44.19,19.7515,75.7139
Maharashtra,2020-02-29, M,4.69,42416317.0,43.8,19.7515,75.7139
Maharashtra,2020-03-31, M,5.79,40196806.0,41.91,19.7515,75.7139
Maharashtra,2020-04-30, M,20.9,27689253.0,34.32,19.7515,75.7139
Maharashtra,2020-05-31, M,15.46,32116847.0,37.17,19.7515,75.7139
Maharashtra,2020-06-30, M,9.23,39708538.0,42.71,19.7515,75.7139
Maharashtra,2020-07-31, M,3.89,40998545.0,41.57,19.7515,75.7139
Maharashtra,2020-08-31, M,6.23,40963616.0,42.49,19.7515,75.7139
Maharashtra,2020-09-30, M,4.55,42042911.0,42.75,19.7515,75.7139
Maharashtra,2020-10-31, M,4.1,43317881.0,43.75,19.7515,75.7139
Meghalaya,2020-01-31, M,1.66,1491093.0,65.49,25.467,91.3662
Meghalaya,2020-02-29, M,3.59,1346829.0,60.2,25.467,91.3662
Meghalaya,2020-03-31, M,1.58,1482351.0,64.74,25.467,91.3662
Meghalaya,2020-04-30, M,10.03,965057.0,45.99,25.467,91.3662
Meghalaya,2020-05-31, M,5.92,1215064.0,55.24,25.467,91.3662
Meghalaya,2020-06-30, M,1.15,1350794.0,58.31,25.467,91.3662
Meghalaya,2020-07-31, M,2.1,1448106.0,62.96,25.467,91.3662
Meghalaya,2020-08-31, M,3.74,1357643.0,59.88,25.467,91.3662
Meghalaya,2020-09-30, M,4.29,1459726.0,64.6,25.467,91.3662
Meghalaya,2020-10-31, M,4.6,1381490.0,61.18,25.467,91.3662
Odisha,2020-01-31, M,1.9,13743448.0,39.44,20.9517,85.0985
Odisha,2020-02-29, M,3.12,14280735.0,41.44,20.9517,85.0985
Odisha,2020-03-31, M,13.08,12272109.0,39.62,20.9517,85.0985
Odisha,2020-04-30, M,23.76,6865693.0,25.23,20.9517,85.0985
Odisha,2020-05-31, M,11.41,11730937.0,37.04,20.9517,85.0985
Odisha,2020-06-30, M,3.77,12903993.0,37.45,20.9517,85.0985
Odisha,2020-07-31, M,1.88,13614400.0,38.69,20.9517,85.0985
Odisha,2020-08-31, M,1.42,14154039.0,39.96,20.9517,85.0985
Odisha,2020-09-30, M,2.1,13608422.0,38.63,20.9517,85.0985
Odisha,2020-10-31, M,2.18,14094553.0,39.98,20.9517,85.0985
Puducherry,2020-01-31, M,0.58,457950.0,37.46,11.9416,79.8083
Puducherry,2020-02-29, M,1.76,493961.0,40.8,11.9416,79.8083
Puducherry,2020-03-31, M,1.2,421028.0,34.49,11.9416,79.8083
Puducherry,2020-04-30, M,75.85,117542.0,39.3,11.9416,79.8083
Puducherry,2020-05-31, M,58.19,172308.0,33.19,11.9416,79.8083
Puducherry,2020-06-30, M,4.24,367135.0,30.8,11.9416,79.8083
Puducherry,2020-07-31, M,15.47,386563.0,36.64,11.9416,79.8083
Puducherry,2020-08-31, M,5.05,396006.0,33.34,11.9416,79.8083
Puducherry,2020-09-30, M,10.9,411717.0,36.84,11.9416,79.8083
Puducherry,2020-10-31, M,6.18,428419.0,36.32,11.9416,79.8083
Punjab,2020-01-31, M,11.11,9442093.0,42.82,31.1471,75.3412
Punjab,2020-02-29, M,10.97,9229047.0,41.72,31.1471,75.3412
Punjab,2020-03-31, M,10.32,9975485.0,44.69,31.1471,75.3412
Punjab,2020-04-30, M,2.86,7020565.0,28.99,31.1471,75.3412
Punjab,2020-05-31, M,28.33,6872938.0,38.39,31.1471,75.3412
Punjab,2020-06-30, M,16.55,8390766.0,40.18,31.1471,75.3412
Punjab,2020-07-31, M,9.19,9732417.0,42.76,31.1471,75.3412
Punjab,2020-08-31, M,10.99,9386169.0,41.99,31.1471,75.3412
Punjab,2020-09-30, M,9.61,8980432.0,39.5,31.1471,75.3412
Punjab,2020-10-31, M,9.88,8800430.0,38.75,31.1471,75.3412
Rajasthan,2020-01-31, M,10.97,20641716.0,40.51,27.0238,74.2179
Rajasthan,2020-02-29, M,15.16,20328915.0,41.77,27.0238,74.2179
Rajasthan,2020-03-31, M,11.9,20024680.0,39.54,27.0238,74.2179
Rajasthan,2020-04-30, M,17.7,15984142.0,33.71,27.0238,74.2179
Rajasthan,2020-05-31, M,15.74,19826602.0,40.74,27.0238,74.2179
Rajasthan,2020-06-30, M,14.39,20506612.0,41.38,27.0238,74.2179
Rajasthan,2020-07-31, M,15.81,19932393.0,40.8,27.0238,74.2179
Rajasthan,2020-08-31, M,17.51,20014060.0,41.71,27.0238,74.2179
Rajasthan,2020-09-30, M,15.35,20149594.0,40.83,27.0238,74.2179
Rajasthan,2020-10-31, M,24.15,19908808.0,44.92,27.0238,74.2179
Sikkim,2020-03-31, M,23.57,262895.0,60.59,27.533,88.5122
Sikkim,2020-04-30, M,2.28,215303.0,38.7,27.533,88.5122
Sikkim,2020-05-31, M,24.51,193427.0,44.88,27.533,88.5122
Sikkim,2020-06-30, M,4.46,221058.0,40.4,27.533,88.5122
Sikkim,2020-07-31, M,4.45,265175.0,48.32,27.533,88.5122
Sikkim,2020-08-31, M,12.49,244462.0,48.49,27.533,88.5122
Sikkim,2020-09-30, M,5.7,231798.0,42.54,27.533,88.5122
Sikkim,2020-10-31, M,0.88,242068.0,42.13,27.533,88.5122
Tamil Nadu,2020-01-31, M,1.57,26881641.0,41.96,11.1271,78.6569
Tamil Nadu,2020-02-29, M,2.09,27570589.0,43.2,11.1271,78.6569
Tamil Nadu,2020-03-31, M,6.4,26830768.0,43.91,11.1271,78.6569
Tamil Nadu,2020-04-30, M,49.83,9719167.0,29.63,11.1271,78.6569
Tamil Nadu,2020-05-31, M,33.16,11483256.0,26.23,11.1271,78.6569
Tamil Nadu,2020-06-30, M,12.2,19096847.0,33.16,11.1271,78.6569
Tamil Nadu,2020-07-31, M,6.81,24572827.0,40.13,11.1271,78.6569
Tamil Nadu,2020-08-31, M,2.65,27046415.0,42.22,11.1271,78.6569
Tamil Nadu,2020-09-30, M,5.0,23025845.0,36.77,11.1271,78.6569
Tamil Nadu,2020-10-31, M,2.16,23651626.0,36.62,11.1271,78.6569
Telangana,2020-01-31, M,5.49,17609295.0,59.25,18.1124,79.0193
Telangana,2020-02-29, M,8.29,16825970.0,58.24,18.1124,79.0193
Telangana,2020-03-31, M,5.77,17341613.0,58.31,18.1124,79.0193
Telangana,2020-04-30, M,6.25,12172230.0,41.06,18.1124,79.0193
Telangana,2020-05-31, M,14.7,14977774.0,55.43,18.1124,79.0193
Telangana,2020-06-30, M,10.55,15108910.0,53.22,18.1124,79.0193
Telangana,2020-07-31, M,5.36,15679417.0,52.1,18.1124,79.0193
Telangana,2020-08-31, M,5.79,18185429.0,60.59,18.1124,79.0193
Telangana,2020-09-30, M,3.27,16961448.0,54.94,18.1124,79.0193
Telangana,2020-10-31, M,2.86,17578739.0,56.58,18.1124,79.0193
Tripura,2020-01-31, M,32.67,1508130.0,69.69,23.9408,91.9882
Tripura,2020-02-29, M,28.4,1584686.0,68.74,23.9408,91.9882
Tripura,2020-03-31, M,29.95,1511217.0,66.89,23.9408,91.9882
Tripura,2020-04-30, M,41.23,971514.0,51.16,23.9408,91.9882
Tripura,2020-05-31, M,21.51,1290986.0,50.81,23.9408,91.9882
Tripura,2020-06-30, M,21.71,1494140.0,58.85,23.9408,91.9882
Tripura,2020-07-31, M,18.24,1348849.0,50.78,23.9408,91.9882
Tripura,2020-08-31, M,27.92,1318621.0,56.21,23.9408,91.9882
Tripura,2020-09-30, M,17.35,1368244.0,50.77,23.9408,91.9882
Tripura,2020-10-31, M,11.57,1576529.0,54.58,23.9408,91.9882
Uttar Pradesh,2020-01-31, M,7.58,59433759.0,39.63,26.8467,80.9462
Uttar Pradesh,2020-02-29, M,8.98,58060531.0,39.23,26.8467,80.9462
Uttar Pradesh,2020-03-31, M,10.11,56976338.0,38.89,26.8467,80.9462
Uttar Pradesh,2020-04-30, M,21.54,50915056.0,39.73,26.8467,80.9462
Uttar Pradesh,2020-05-31, M,20.41,49801902.0,38.22,26.8467,80.9462
Uttar Pradesh,2020-06-30, M,9.47,55380649.0,37.29,26.8467,80.9462
Uttar Pradesh,2020-07-31, M,5.56,56201654.0,36.19,26.8467,80.9462
Uttar Pradesh,2020-08-31, M,5.79,55831744.0,35.96,26.8467,80.9462
Uttar Pradesh,2020-09-30, M,4.18,56106836.0,35.45,26.8467,80.9462
Uttar Pradesh,2020-10-31, M,3.75,56539521.0,35.49,26.8467,80.9462
Uttarakhand,2020-01-31, M,5.49,2711639.0,32.99,30.0668,79.0193
Uttarakhand,2020-02-29, M,4.99,3020931.0,36.48,30.0668,79.0193
Uttarakhand,2020-03-31, M,19.85,2539302.0,36.27,30.0668,79.0193
Uttarakhand,2020-04-30, M,6.48,2720115.0,33.23,30.0668,79.0193
Uttarakhand,2020-05-31, M,8.01,2694072.0,33.38,30.0668,79.0193
Uttarakhand,2020-06-30, M,8.61,2656071.0,33.06,30.0668,79.0193
Uttarakhand,2020-07-31, M,12.38,2938552.0,38.07,30.0668,79.0193
Uttarakhand,2020-08-31, M,14.26,2717528.0,35.9,30.0668,79.0193
Uttarakhand,2020-09-30, M,22.26,2695230.0,39.18,30.0668,79.0193
Uttarakhand,2020-10-31, M,9.23,2739309.0,34.03,30.0668,79.0193
West Bengal,2020-01-31, M,6.94,35820789.0,47.35,22.9868,87.855
West Bengal,2020-02-29, M,4.92,36964178.0,47.74,22.9868,87.855
West Bengal,2020-03-31, M,6.92,35903917.0,47.27,22.9868,87.855
West Bengal,2020-04-30, M,17.41,26938836.0,39.9,22.9868,87.855
West Bengal,2020-05-31, M,17.41,28356675.0,41.92,22.9868,87.855
West Bengal,2020-06-30, M,7.29,30726310.0,40.39,22.9868,87.855
West Bengal,2020-07-31, M,6.83,35372506.0,46.17,22.9868,87.855
West Bengal,2020-08-31, M,14.87,33298644.0,47.48,22.9868,87.855
West Bengal,2020-09-30, M,9.35,35707239.0,47.73,22.9868,87.855
West Bengal,2020-10-31, M,9.98,33962549.0,45.63,22.9868,87.855
